income	gender	weight
-5	1	222
24000	2	155
12000	1	-5
-4	1	135
-5	1	-5
5000	2	135
19700	2	111
50000	1	180
-2	2	110
-5	1	-5
700	2	167
25000	2	205
-4	2	140
40000	1	225
-2	1	230
31000	1	178
-4	1	180
-5	1	-5
30000	2	-5
32000	2	150
-5	1	225
40000	1	250
-4	2	-1
-4	2	114
200	2	210
35000	2	129
-4	2	143
24000	1	155
39000	2	256
7000	1	182
-5	1	-5
8500	1	240
18000	1	155
15600	2	300
-4	2	320
26400	2	95
-5	1	150
40000	1	-5
30000	2	145
-5	2	185
14000	2	195
-4	1	155
10000	1	160
8000	1	250
10000	1	170
19000	2	147
19000	1	170
17000	1	260
-2	1	203
-4	1	190
-4	2	180
-4	1	-5
19000	2	169
15000	2	-2
-4	2	190
-4	2	137
-4	2	130
93000	1	260
12000	1	147
21000	2	140
27000	2	130
22000	1	-5
4000	2	265
-5	1	-5
-2	1	135
3300	1	135
-4	1	-5
-4	1	224
-4	2	199
-4	2	290
24000	2	235
27000	1	154
45000	1	190
-2	1	160
-2	2	117
-4	1	145
8000	1	176
22000	2	155
16181	2	147
-4	1	-5
15000	1	199
10000	2	160
15000	1	147
17000	2	240
7000	1	205
-4	2	168
-2	2	145
0	1	145
48000	2	150
40000	2	130
-4	2	280
-4	2	156
60000	1	169
17000	2	255
-4	1	163
75000	1	240
-4	1	-5
20000	1	211
53000	1	185
-1	1	-5
-5	2	-5
10000	1	240
-4	2	-2
60000	1	150
-5	2	110
-4	2	-5
-2	2	-5
42000	2	208
-4	2	-2
-2	1	145
40000	1	159
12000	1	200
80000	2	148
-5	2	-5
-5	1	155
5000	1	160
-4	1	184
62000	1	235
-2	2	230
-5	2	-5
30000	2	165
-2	1	170
37000	2	175
51000	2	-5
-4	1	195
23000	1	250
146002	2	135
37000	2	276
20000	2	150
-2	1	250
-4	1	-5
-4	2	160
21000	2	165
31000	1	326
-4	1	162
25000	2	105
-4	1	180
25000	1	170
-4	2	110
-4	2	205
-5	2	180
36000	2	130
-2	2	180
19500	1	205
37000	2	150
30000	1	175
-4	2	126
-5	1	-5
22000	1	140
3000	1	180
63000	1	-5
-4	1	140
2000	1	226
29000	1	185
-5	1	215
-5	1	320
23000	2	135
-4	2	215
-2	2	143
-2	2	-2
-4	1	235
-4	1	-5
-4	1	160
-4	1	155
20800	2	239
14000	2	200
18000	2	263
30000	1	190
-2	2	-1
-5	1	-5
-5	1	-5
39000	2	145
18000	1	155
-2	1	163
28000	2	199
-2	2	130
11000	1	172
23000	1	160
350	2	350
6000	2	210
-4	1	-5
-5	1	165
-4	1	300
14000	1	130
1500	1	165
-4	2	160
-4	2	172
20000	2	145
-4	2	163
50000	2	160
60000	2	190
12000	2	165
-4	2	200
9000	2	185
3500	1	187
-2	1	160
-5	2	-5
-2	2	220
-4	2	136
-4	2	110
32000	2	130
-2	2	248
25000	2	130
30000	2	117
45000	1	175
-2	1	202
30000	2	-2
-2	1	173
40000	1	183
-2	2	150
35000	1	-5
-5	1	-5
15000	2	135
-4	1	-5
30000	1	175
15000	1	-5
-4	2	153
41000	1	300
18000	2	128
-4	1	168
25000	1	-5
-5	1	150
-5	1	206
10000	2	230
-4	1	190
30000	1	134
10000	1	145
-4	2	138
-4	1	145
55000	1	245
-5	1	-5
-4	1	148
-5	1	168
-4	2	170
35000	1	180
25000	2	230
-4	1	275
-1	1	190
-5	1	190
22000	2	154
13000	2	220
-4	1	-5
-5	1	406
15000	2	185
-4	1	190
-4	2	-1
-4	2	146
-5	2	190
-1	2	265
-5	2	132
50000	1	175
-5	1	-5
-5	1	-5
-5	2	230
-5	2	-5
-5	1	50
25000	1	180
-5	1	-5
5000	2	140
18000	2	160
60000	2	143
42000	2	120
13000	2	110
20000	2	140
3000	2	198
37000	2	148
-4	1	170
0	1	145
-1	2	180
-4	1	156
15000	2	160
25000	2	135
15000	2	164
4000	1	145
-2	2	230
40000	2	280
84000	2	112
-5	2	175
24000	1	168
15000	1	150
-4	1	180
65000	1	221
11000	2	160
33000	1	150
-4	1	-5
24000	2	103
-5	2	190
-4	1	163
-2	1	170
-5	1	-5
-4	2	107
49000	2	121
-4	2	160
-2	2	135
50000	2	-1
40000	2	185
-4	2	160
17500	2	156
48000	2	130
-4	2	-5
41000	2	212
-4	2	150
-4	2	123
-5	1	178
-4	2	135
-4	1	147
-2	2	155
30000	2	-5
-5	1	-2
-5	1	140
4000	2	274
42000	1	155
28000	2	120
25000	2	160
54000	1	170
-5	1	165
11000	1	200
50000	1	180
-2	2	120
30000	2	275
25000	2	-5
0	1	217
-1	2	150
-4	2	150
-5	1	-5
40000	2	105
-4	2	200
146002	1	145
35000	1	185
35000	1	-2
20000	1	210
38000	1	250
34000	1	225
-4	1	130
46000	2	110
-4	1	255
14500	1	235
22000	1	250
-4	1	220
-4	1	250
57500	1	180
-2	1	165
6000	2	160
-5	1	-5
33000	1	190
600	1	135
22000	2	190
10000	1	170
-4	1	-2
30000	2	145
-5	1	165
12000	1	225
-2	1	-5
10000	1	-5
-4	2	130
24000	2	149
30000	1	140
17000	2	115
42000	1	186
-2	1	-1
-5	1	-5
-4	2	135
9500	2	130
20000	2	168
22000	2	140
22000	1	200
35000	1	-5
-5	2	125
16000	2	135
56000	1	155
12000	1	130
65000	1	145
65000	1	-5
32000	1	160
37000	2	120
18000	1	175
34000	1	195
29000	1	155
16000	1	125
55000	1	145
50000	2	150
-4	2	110
3000	2	-5
-5	2	110
-2	2	175
21000	1	168
-5	2	-5
25000	2	209
67000	1	177
-4	2	132
-4	2	240
-5	2	-5
6000	1	250
73300	1	210
30500	2	175
13000	1	170
4000	2	128
32000	2	116
500	2	110
24000	1	-5
-5	1	240
-5	1	-5
25000	1	175
-5	1	186
25000	2	100
56000	2	130
-5	1	308
-4	1	-5
12000	1	170
32000	2	135
-2	1	229
15000	2	245
-2	2	-1
-5	1	-5
30000	2	120
29000	1	160
-4	2	140
-2	1	177
-5	2	-5
0	2	170
38000	1	159
42500	2	160
16000	1	185
28000	2	200
-2	2	150
-5	1	160
-4	1	180
60000	2	120
-4	2	160
16000	1	140
-4	2	100
-2	1	159
33000	1	230
30000	2	117
-5	2	180
38000	2	174
-4	2	230
-4	2	-1
-1	2	127
18000	1	203
45000	1	195
-1	1	157
-2	1	155
-4	2	128
-2	2	170
40000	1	195
-5	1	-5
32000	1	155
-2	1	135
23000	1	140
24000	2	250
-4	2	-2
21000	2	170
-5	1	145
25000	1	210
28000	2	145
4000	2	130
-5	1	150
-5	1	-5
32500	1	150
-2	2	184
27902	1	163
-2	2	-5
12000	1	134
50000	1	142
39000	2	200
1140	1	145
10000	2	123
-2	2	152
-5	2	115
-4	1	185
19000	2	138
25000	2	120
-2	1	-5
-5	1	195
-4	2	186
-4	2	132
-4	1	150
-2	2	140
-5	2	-1
-4	2	207
-5	1	190
18000	2	125
15000	2	110
-5	1	135
12020	1	185
-2	2	170
24000	2	-5
-4	2	125
-2	1	240
10000	1	280
30000	1	202
-2	2	165
36300	2	195
30000	1	-5
-4	1	200
-5	2	-5
4000	2	145
-2	2	-5
2400	1	145
-4	1	-5
45000	2	117
45000	1	225
16600	2	160
-5	1	165
14000	2	120
-4	1	185
3000	2	215
15000	1	170
-5	2	-5
86000	1	230
34000	1	185
33000	2	135
29700	2	135
45000	2	145
14000	2	146
26000	1	165
32500	1	185
-4	1	-5
48000	2	145
-2	2	235
30000	2	165
10000	1	170
27000	2	145
-4	1	156
-5	1	205
-4	1	-2
55000	1	190
-5	1	160
-2	2	155
-4	1	-5
0	1	215
7000	1	300
-4	1	190
24000	2	125
65000	2	115
-4	2	180
-4	1	-5
-5	1	-5
-2	1	-5
-4	2	-1
15000	2	175
-5	2	-5
41500	2	146
-4	2	122
-2	2	198
20000	2	130
-5	2	132
-4	2	225
10000	1	-5
-5	2	137
-5	2	200
-4	2	140
-2	1	-5
50000	1	220
600	2	121
2000	2	100
-2	1	-5
-4	1	170
23000	1	-5
-4	2	160
24000	1	211
11500	1	145
18000	2	139
22000	2	138
7500	1	175
55000	1	200
-4	1	140
32000	2	170
-5	2	170
-5	2	169
40000	2	125
12000	2	130
36000	1	135
-4	2	130
-4	2	180
-5	1	-1
-2	1	-5
30000	2	130
-5	2	123
15000	2	117
-5	1	-5
-4	2	125
10000	2	165
-4	1	-5
1500	2	184
-5	1	-5
36000	1	160
-4	2	183
2000	1	180
26000	2	110
1500	2	135
42000	2	145
-2	1	155
6000	1	220
35980	2	138
20000	1	-5
-2	1	175
-4	1	145
-4	2	155
20000	1	173
22000	2	135
20000	1	163
24000	1	-5
-4	2	186
-5	1	163
-4	1	170
-4	1	-2
-4	2	150
15000	1	187
-2	1	168
-4	1	152
-2	2	254
-4	1	-5
-4	1	190
35000	2	157
24000	2	125
-5	2	145
-5	1	250
-4	1	298
16000	1	225
-2	2	125
25000	1	188
85000	1	185
24200	1	145
-4	1	-5
47000	1	165
75000	2	232
28000	2	142
-5	1	-5
50000	1	242
-2	1	245
-4	1	165
12000	2	125
-4	1	-5
9000	2	170
8000	2	123
-4	1	152
-2	2	-5
146002	1	235
-4	1	145
-4	1	-5
12000	1	150
10000	1	140
29000	2	150
12000	2	203
17000	2	121
-4	2	120
28000	2	-1
-4	2	200
-2	1	145
1500	1	148
-4	1	145
-4	2	168
-4	1	130
-5	2	-5
-5	2	-5
18000	1	245
-4	1	185
-2	1	190
-5	1	115
26000	1	125
-2	1	-5
-5	1	189
30000	1	125
50	1	-5
-4	2	160
20000	2	168
-4	2	134
9000	2	189
28500	2	120
15800	2	-5
-4	2	293
-2	2	-5
4000	2	210
28000	2	-5
34000	1	142
64000	1	250
22000	2	215
-5	1	175
-5	1	-5
-5	2	129
-4	2	140
7000	1	145
13000	2	220
-4	2	275
3000	2	132
45000	1	-5
19000	2	-5
40000	2	210
34000	1	145
28000	2	100
34000	1	150
-5	1	-5
42000	1	-5
15000	1	160
15000	2	140
70000	1	170
7000	2	411
20000	1	160
4000	2	130
10000	2	128
24000	2	134
-4	1	-1
8840	1	190
32000	1	220
-1	1	170
300	2	260
13000	2	170
-4	1	120
-4	2	125
23000	2	218
15000	1	165
38000	1	260
45000	1	137
19000	1	318
52000	2	135
11000	1	155
14000	1	375
50000	1	200
146002	1	250
-5	2	140
-2	2	124
-5	1	157
18000	1	-5
21000	2	130
23000	1	200
24000	1	165
9000	2	155
55000	1	185
28000	1	223
-4	2	104
18000	2	250
20000	1	190
52000	1	-5
-5	1	-5
-5	1	-5
15000	2	152
35000	2	145
-4	1	-5
-4	2	220
36000	1	180
7000	1	220
-4	1	183
20000	1	190
11000	2	180
-4	1	148
7000	1	-5
-4	1	135
12000	2	230
40000	1	-5
-4	2	-1
62000	1	170
14240	2	120
8000	2	150
48500	2	130
26000	2	140
-5	1	200
10000	2	200
-4	2	120
17000	2	110
-5	1	160
18000	2	-2
10000	1	143
18960	2	170
12000	2	144
15500	2	220
-5	1	165
-5	1	118
26000	1	173
-4	1	135
34000	1	195
6000	2	171
24000	1	165
40000	1	136
-4	1	174
21000	2	135
-5	2	135
49000	1	140
21000	2	170
20	1	-5
25000	1	170
12000	1	-5
15000	1	-5
30200	2	120
34000	2	110
-4	2	-5
-4	2	210
23000	1	185
-5	1	158
16000	1	190
36000	1	190
-2	2	180
-2	1	230
5640	1	300
35000	1	-5
-2	2	194
55000	1	155
24500	2	230
20000	1	202
-2	2	170
18000	1	170
-4	2	180
-2	2	131
-4	2	95
38000	2	135
-2	2	120
-4	1	185
-2	2	170
-4	2	141
36000	2	135
9000	1	-5
5	1	-2
-4	1	161
19000	2	170
-4	1	175
18720	2	190
-4	2	167
-4	1	160
60000	1	-5
-4	2	-5
49000	2	142
46000	2	155
-4	1	190
32000	2	154
-4	2	123
-4	2	125
55000	2	115
21000	2	308
-4	2	-5
-4	1	-2
480	1	185
18000	1	240
22000	1	220
-2	1	230
10000	2	140
36000	1	172
-5	2	120
10000	1	180
-1	2	-5
-5	2	-5
-4	1	-2
-4	1	-5
49000	1	-5
22000	2	190
16800	2	130
12000	2	-2
-4	2	135
18000	1	175
81000	1	170
25000	1	180
15000	1	231
-4	2	-2
-1	2	170
-4	2	135
18500	2	200
-5	1	181
48000	1	190
40000	2	180
-2	1	-5
28500	2	190
-5	2	110
-4	2	140
-5	1	-5
-2	1	165
17000	1	160
-2	2	185
-4	1	160
12000	2	165
4800	2	-5
-4	2	135
35000	2	175
-5	2	57
18000	2	-1
-4	2	160
24000	1	140
19000	2	125
19000	1	120
-5	2	-5
22000	1	160
56000	1	225
-4	1	-5
61500	1	170
-5	1	150
13000	2	-1
15000	2	220
-4	2	350
-5	1	179
-4	2	160
40000	2	135
-4	2	150
455	1	167
600	1	175
-4	2	185
-5	1	210
-4	2	190
27144	2	140
34000	1	170
23000	2	143
38000	2	270
34000	2	240
-2	2	150
22000	2	162
-4	2	205
33000	2	-1
34000	2	165
31000	2	-5
-4	1	230
-4	2	211
-2	1	230
-4	2	110
33000	1	135
-5	1	-2
2000	2	123
72000	1	175
75000	1	130
-4	2	120
-4	2	250
-2	1	285
400	1	-5
-4	2	150
-4	2	182
10000	1	-5
83000	2	-1
19000	2	141
23000	1	140
32000	1	140
-2	1	185
-2	1	190
-2	1	195
-4	1	165
-5	1	170
23000	1	175
-4	1	197
-5	2	-5
66000	1	168
36000	1	200
-4	2	225
25000	2	135
30000	2	-5
50000	2	145
-2	2	185
16000	1	150
26000	1	145
34000	1	-5
-4	1	282
3000	2	113
-4	2	159
-4	1	130
56000	1	160
-4	2	120
-5	1	-5
-5	2	110
-4	2	170
-4	2	113
-4	1	158
30	2	-5
15000	2	130
10000	1	193
-4	2	217
146002	1	228
27000	1	160
-5	2	103
15000	2	-2
-4	2	117
35000	2	100
-2	1	165
52870	1	172
-5	2	115
-5	2	125
-5	1	-5
6000	1	-5
-5	1	-5
47000	1	-5
50000	1	160
50000	1	174
35000	1	155
-5	2	140
-2	2	115
-5	1	-5
-5	2	-5
35000	2	200
48000	2	140
55000	1	180
-5	2	130
69000	2	123
58000	2	125
15000	2	220
60000	1	145
-5	1	190
7200	2	124
21000	1	185
22000	1	240
15000	2	154
-4	2	-2
40000	1	225
30000	1	190
-5	1	-2
-4	2	180
-4	2	125
42000	1	165
-4	2	125
-5	2	-5
-5	2	-5
-5	2	-5
15000	1	190
25000	1	190
35000	1	165
56000	1	212
-4	2	130
35000	1	235
45000	1	180
27000	2	248
-5	1	-5
-5	1	-5
-4	1	-5
8000	2	180
11000	2	112
60000	1	-5
24000	1	-5
-4	2	113
-5	1	-5
43500	2	128
50000	2	-2
30000	1	135
-4	2	185
-4	1	-5
-4	1	245
-5	1	-5
-4	1	180
25000	2	120
34000	2	150
-5	2	110
-2	1	135
-4	2	209
-5	1	256
-1	2	122
24000	2	125
-1	2	132
-1	1	190
-5	1	210
8000	2	158
73000	2	153
-2	1	160
28000	2	115
25000	2	145
24000	1	180
22000	1	175
38000	1	153
62000	1	142
-4	2	135
35000	2	140
-5	2	-5
-5	2	168
25000	1	275
20000	1	200
9000	2	137
50000	2	200
-1	2	140
42000	1	180
36000	2	156
-4	1	-5
-2	1	185
25000	2	140
7000	1	175
22000	2	-5
16000	2	-5
-5	2	-5
45000	2	140
26000	1	210
50000	1	180
10000	2	115
36000	1	-2
68000	2	145
-4	2	170
-5	2	-5
29000	1	180
-4	1	135
20000	1	138
20000	1	245
21000	1	138
-5	2	-5
6000	1	180
-5	1	-5
-4	2	196
22000	2	179
-4	2	120
5000	1	150
29000	2	-2
-4	2	145
3500	1	165
16000	2	135
-5	2	-5
50000	2	133
49693	2	117
44000	2	125
-4	2	180
-4	1	250
-4	2	300
20000	1	-5
20000	2	-5
15000	1	248
10000	1	150
3400	1	240
-2	2	155
-4	2	175
6000	2	144
-5	2	126
-4	1	-2
26000	1	150
-2	2	213
19000	1	190
-4	1	-5
-4	2	133
32000	1	170
-2	2	232
42000	2	170
8500	1	200
-5	1	-5
-4	2	160
-2	2	-2
9000	1	210
3000	2	145
22000	2	150
43000	1	180
32000	1	240
146002	1	225
-5	1	-5
24000	1	220
50000	1	200
-5	2	175
-5	2	140
26000	1	175
11000	2	143
-2	1	205
-5	2	236
-5	1	154
-5	2	130
-4	2	-2
21600	1	160
25000	1	160
-5	2	-5
29000	2	120
12000	2	170
78000	2	140
35000	1	250
49900	1	170
25000	1	160
6000	2	208
-2	2	120
30000	1	180
-5	1	150
-5	1	130
-2	1	160
52000	1	200
22000	2	130
-4	2	155
1200	2	201
19900	1	215
67000	2	160
146002	1	185
-5	2	-5
4000	2	148
100	1	160
-4	1	172
15280	2	160
-5	2	-5
10000	1	174
-4	1	140
-4	2	170
14000	2	110
-4	2	278
-4	2	-5
18000	1	165
54000	1	205
35000	1	240
-2	2	162
80000	1	188
80000	1	250
6284	2	220
35000	2	180
8000	1	160
-2	2	180
56000	2	125
38000	2	111
-5	1	165
4000	2	165
12000	1	160
32000	1	-5
35000	1	170
10000	2	125
